1477010462000000, 0.581265, 
1477010462100000, 0.456723, 
1477010462200000, 1.5428, 
1477010462300000, 4.19857, 
1477010462400000, 1.5355, 
1477010462500000, 5.4769, 
1477010462600000, 0.805711, 
1477010462700000, 1.35915, 
1477010462800000, 0.0111272, 
1477010462900000, 0.806787, 
1477010463000000, 2.50993, 
1477010463100000, 0.983217, 
1477010463200000, 2.47367, 
1477010463300000, 0.373009, 
1477010463400000, 0.612059, 
1477010463500000, 0.717397, 
1477010463600000, 0.271033, 
1477010463700000, 1.4906, 
1477010463800000, 0.327596, 
1477010463900000, 3.6162, 
1477010464000000, 2.18634, 
1477010464100000, 0.387647, 
1477010464200000, 1.01794, 
1477010464300000, 1.209, 
1477010464400000, 0.0609023, 
1477010464500000, 0.042384, 
1477010464600000, 4.66379, 
1477010464700000, 0.994633, 
1477010464800000, 0.320989, 
1477010464900000, 2.12277, 
1477010465000000, 0.0447658, 
1477010465100000, 4.41737, 
1477010465200000, 3.18842, 
1477010465300000, 1.47901, 
1477010465400000, 0.492392, 
1477010465500000, 0.493858, 
1477010465600000, 6.30269, 
1477010465700000, 0.773811, 
1477010465800000, 2.50418, 
1477010465900000, 0.43865, 
1477010466000000, 0.482163, 
1477010466100000, 1.14394, 
1477010466200000, 1.60293, 
1477010466300000, 2.09605, 
1477010466400000, 0.181598, 
1477010466500000, 2.08822, 
1477010466600000, 7.89384, 
1477010466700000, 0.538092, 
1477010466800000, 4.04086, 
1477010466900000, 1.74872, 
1477010467000000, 2.18674, 
1477010467100000, 0.628438, 
1477010467200000, 2.66172, 
1477010467300000, 1.08674, 
1477010467400000, 2.13509, 
1477010467500000, 0.834002, 
1477010467600000, 1.22648, 
1477010467700000, 3.64536, 
1477010467800000, 7.12154, 
1477010467900000, 0.753782, 
