1477010443050000, 73.0843
1477010443150000, 1.74447
1477010443250000, 1.38959
1477010443350000, 8.01364
1477010443450000, 0.329601
1477010443550000, 1.91544
1477010443650000, 3.80055
1477010443750000, 1.4843
1477010443850000, 1.03064
1477010443950000, 1.87838
1477010444050000, 3.31587
1477010444150000, 0.296867
1477010444250000, 1.76804
1477010444350000, 5.35307
1477010444450000, 2.21339
1477010444550000, 6.6728
1477010444650000, 6.80832
1477010444750000, 4.39672
1477010444850000, 4.81175
1477010444950000, 2.68503
1477010445050000, 2.53641
1477010445150000, 0.603303
1477010445250000, 1.50348
1477010445350000, 0.591061
1477010445450000, 2.50723
1477010445550000, 10.936
1477010445650000, 0.118526
1477010445750000, 1.29812
1477010445850000, 3.30077
1477010445950000, 2.62237
1477010446050000, 1.09488
1477010446150000, 1.37096
1477010446250000, 0.728069
1477010446350000, 2.96509
1477010446450000, 1.46827
1477010446550000, 2.68547
1477010446650000, 0.501093
1477010446750000, 0.966344
1477010446850000, 0.275092
1477010446950000, 0.779629
1477010447050000, 3.50446
1477010447150000, 0.277736
1477010447250000, 2.10363
1477010447350000, 0.411001
1477010447450000, 0.885709
1477010447550000, 2.10687
1477010447650000, 7.52887
1477010447750000, 2.75582
1477010447850000, 4.86022
1477010447950000, 9.86574
1477010448050000, 4.02427
1477010448150000, 2.95898
1477010448250000, 2.07179
1477010448350000, 1.34264
1477010448450000, 0.769632
1477010448550000, 1.35308
1477010448650000, 3.40122
1477010448750000, 7.52514
1477010448850000, 1.20926
1477010448950000, 1.82214
1477010449050000, 0.203945
1477010449150000, 6.69779
1477010449250000, 5.96272
1477010449350000, 2.17434
1477010449450000, 2.18121
1477010449550000, 6.52349
1477010449650000, 1.78836
1477010449750000, 3.04322
1477010449850000, 3.27339
1477010449950000, 10.1528
1477010450050000, 3.26648
1477010450150000, 5.4583
1477010450250000, 2.18873
1477010450350000, 1.2054
1477010450450000, 0.308652
1477010450550000, 2.21687
1477010450650000, 1.86872
1477010450750000, 2.52112
1477010450850000, 0.948756
1477010450950000, 1.06522
1477010451050000, 4.1468
1477010451150000, 5.49511
1477010451250000, 1.00923
1477010451350000, 1.76365
1477010451450000, 1.40912
1477010451550000, 4.25917
1477010451650000, 0.0661019
1477010451750000, 3.34082
1477010451850000, 0.27563
1477010451950000, 0.609073
1477010452050000, 3.04362
1477010452150000, 1.60047
1477010452250000, 1.86627
1477010452350000, 4.58987
1477010452450000, 1.65509
1477010452550000, 1.06279
1477010452650000, 7.03605
1477010452750000, 3.6408
1477010452850000, 2.01292
1477010452950000, 2.40532
1477010453050000, 2.35431
1477010453150000, 4.58394
1477010453250000, 0.575127
1477010453350000, 2.14098
1477010453450000, 1.00668
1477010453550000, 2.44776
1477010453650000, 1.89023
1477010453750000, 1.85199
1477010453850000, 0.431239
1477010453950000, 1.50197
1477010454050000, 2.72719
1477010454150000, 3.34753
1477010454250000, 2.75283
1477010454350000, 2.03731
1477010454450000, 1.50409
1477010454550000, 1.01567
1477010454650000, 0.653749
1477010454750000, 2.35251
1477010454850000, 2.03957
1477010454950000, 2.56164
1477010455050000, 5.43821
1477010455150000, 5.11588
1477010455250000, 1.78604
1477010455350000, 2.9788
1477010455450000, 4.26505
1477010455550000, 2.24841
1477010455650000, 0.248416
1477010455750000, 2.03349
1477010455850000, 1.50277
1477010455950000, 4.05364
1477010456050000, 0.766341
1477010456150000, 0.222161
1477010456250000, 4.04533
1477010456350000, 0.294912
1477010456450000, 1.14536
1477010456550000, 5.55515
1477010456650000, 10.3101
1477010456750000, 2.07649
1477010456850000, 6.34775
1477010456950000, 3.88145
1477010457050000, 2.90543
1477010457150000, 3.35765
1477010457250000, 1.06329
1477010457350000, 0.39771
1477010457450000, 4.36639
1477010457550000, 0.50272
1477010457650000, 0.391908
1477010457750000, 1.96446
1477010457850000, 2.95684
1477010457950000, 0.289403
1477010458050000, 4.99716
1477010458150000, 1.34576
1477010458250000, 7.08309
1477010458350000, 0.734402
1477010458450000, 1.70509
1477010458550000, 1.42494
1477010458650000, 1.6561
1477010458750000, 0.901447
1477010458850000, 2.87349
1477010458950000, 1.42352
1477010459050000, 2.68481
1477010459150000, 3.2274
1477010459250000, 2.70891
1477010459350000, 0.440771
1477010459450000, 4.48288
1477010459550000, 1.83805
1477010459650000, 1.9703
1477010459750000, 4.77956
1477010459850000, 7.95384
1477010459950000, 1.66336
1477010460050000, 0.515898
1477010460150000, 1.80299
1477010460250000, 3.83462
1477010460350000, 1.13388
1477010460450000, 4.91056
1477010460550000, 1.66458
1477010460650000, 2.59635
1477010460750000, 1.99417
1477010460850000, 5.73042
1477010460950000, 2.35567
1477010461050000, 0.729938
1477010461150000, 3.38595
1477010461250000, 1.71587
1477010461350000, 0.838841
1477010461450000, 1.95846
1477010461550000, 3.49102
1477010461650000, 0.308658
1477010461750000, 1.8436
1477010461850000, 1.30433
1477010461950000, 6.24045
1477010462050000, 0.170714
1477010462150000, 11.2152
1477010462250000, 3.4373
1477010462350000, 0.393357
1477010462450000, 1.51194
1477010462550000, 1.16783
1477010462650000, 2.11857
1477010462750000, 1.54737
1477010462850000, 5.09356
1477010462950000, 2.30939
1477010463050000, 1.82882
1477010463150000, 1.8825
1477010463250000, 6.73331
1477010463350000, 8.66301
1477010463450000, 0.275695
1477010463550000, 0.669463
1477010463650000, 2.92071
1477010463750000, 2.12395
1477010463850000, 1.136
1477010463950000, 0.565004
1477010464050000, 8.93915
1477010464150000, 2.31735
1477010464250000, 0.83352
1477010464350000, 3.13874
1477010464450000, 4.40229
1477010464550000, 1.46788
1477010464650000, 5.47228
1477010464750000, 1.55763
1477010464850000, 2.17387
1477010464950000, 5.74527
1477010465050000, 1.60449
1477010465150000, 5.40743
1477010465250000, 4.93194
1477010465350000, 1.57784
1477010465450000, 0.863026
1477010465550000, 4.88343
1477010465650000, 1.63661
1477010465750000, 5.15744
1477010465850000, 3.07657
1477010465950000, 0.359901
1477010466050000, 0.0241503
1477010466150000, 0.407712
1477010466250000, 0.205193
1477010466350000, 7.64766
1477010466450000, 6.34557
1477010466550000, 0.565091
1477010466650000, 1.66889
1477010466750000, 0.304049
1477010466850000, 1.34589
1477010466950000, 0.469721
1477010467050000, 2.80555
1477010467150000, 8.31276
1477010467250000, 0.41367
1477010467350000, 6.13306
1477010467450000, 3.75728
1477010467550000, 2.41906
1477010467650000, 6.19726
1477010467750000, 1.51404
1477010467850000, 1.99211
